,first_name,last_name,email,phone_number,isAlumni,footballGamesAttended,hasBookstorePurchases,totalspentonmerch,isOnMailingList,hasAttendedKSUGames,gameonedate,gameonespent,gametwodate,gametwospent,gamethreedate,gamethreespent
59,Kylie,Roberts,linda57@example.com,+1-981-830-3274x95660,False,0,True,13.0,False,False,--,0,--,0,--,0
60,Robert,Murphy,jsosa@example.com,(933)818-8403x47970,False,0,True,49.0,False,False,--,0,--,0,--,0
61,Jennifer,Owens,katiekeller@example.net,684-298-6736,False,0,True,1.0,False,False,--,0,--,0,--,0
62,Diana,Hunter,blakedylan@example.com,9728255176,False,0,True,104.0,False,False,--,0,--,0,--,0
63,Donna,Boyd,pevans@example.com,+1-996-530-1810,False,0,True,85.0,False,False,--,0,--,0,--,0
64,Timothy,Johnson,brandonmeyers@example.org,860.455.6777,False,0,True,19.0,False,False,--,0,--,0,--,0
65,Kayla,Ortega,lisacollins@example.net,967-950-6901x3104,False,0,True,11.0,False,False,--,0,--,0,--,0
66,Carol,Allen,jerry31@example.net,216-644-0741x847,False,0,True,14.0,False,False,--,0,--,0,--,0
67,Daniel,Salinas,scottzachary@example.net,001-959-610-7938x031,False,0,True,21.0,False,False,--,0,--,0,--,0
68,Melissa,Mcgee,crystal91@example.com,(428)762-1197,False,0,True,38.0,False,False,--,0,--,0,--,0
69,Trevor,Robinson,danagonzales@example.net,328.421.0002x0816,False,0,True,33.0,False,False,--,0,--,0,--,0
70,Brandon,Ashley,nmccarthy@example.org,293-449-4281x57079,False,0,True,41.0,False,False,--,0,--,0,--,0
71,Patrick,Lopez,wmatthews@example.com,001-484-737-0352,False,0,True,106.0,False,False,--,0,--,0,--,0
72,Courtney,Spencer,julie11@example.org,9983968452,False,0,True,2.0,False,False,--,0,--,0,--,0
73,Alexis,Ruiz,samuelmarshall@example.net,369-941-7016x4951,False,0,True,77.0,False,False,--,0,--,0,--,0
74,Erin,Williamson,anneboyd@example.com,367.592.4541x856,False,0,True,40.0,False,False,--,0,--,0,--,0
75,Johnny,Ross,kerryalvarado@example.net,+1-425-562-0111x1477,False,0,True,148.0,False,False,--,0,--,0,--,0
76,Sandra,Ramirez,kathleenreeves@example.com,001-944-237-6171,False,0,True,105.0,False,False,--,0,--,0,--,0
77,Robert,Montgomery,richardlittle@example.com,001-312-605-9833x549,False,0,True,140.0,False,False,--,0,--,0,--,0
78,Kathleen,Williams,davidmeyer@example.org,973.498.7978x777,False,0,True,113.0,False,False,--,0,--,0,--,0
79,Justin,Johnston,kimberly89@example.com,842-551-5519,False,0,True,115.0,False,False,--,0,--,0,--,0
80,Rhonda,Ibarra,xfox@example.net,(972)305-7735x104,False,0,True,68.0,False,False,--,0,--,0,--,0
81,Katelyn,Lewis,miaturner@example.net,(406)895-6218x3810,False,0,True,60.0,False,False,--,0,--,0,--,0
82,Jessica,Duncan,edunn@example.net,(371)598-2084x648,False,0,True,19.0,False,False,--,0,--,0,--,0
83,Kyle,Lara,jane48@example.net,363-401-5902,False,0,True,45.0,False,False,--,0,--,0,--,0
84,Peggy,Reeves,yfoster@example.org,+1-985-241-1938x6490,False,0,True,93.0,False,False,--,0,--,0,--,0
85,David,Ramsey,grahamanthony@example.com,972.678.5546,False,0,True,140.0,False,False,--,0,--,0,--,0
86,Victoria,Graham,jamesmoss@example.com,001-720-842-2631x57314,False,0,True,22.0,False,False,--,0,--,0,--,0
87,Brittany,Mays,jasminecampbell@example.org,+1-835-822-1850x945,False,0,True,56.0,False,False,--,0,--,0,--,0
88,Jessica,Miller,bspence@example.org,001-719-782-0491x4530,False,0,True,149.0,False,False,--,0,--,0,--,0
89,Jessica,David,hallkevin@example.com,479.396.9690,False,0,True,14.0,False,False,--,0,--,0,--,0
90,Christopher,Rivas,maciaselizabeth@example.org,778.552.9580x23238,False,0,True,130.0,False,False,--,0,--,0,--,0
91,Cynthia,Hensley,scottgarcia@example.org,+1-392-496-8790,False,0,True,35.0,False,False,--,0,--,0,--,0
92,Travis,Hall,henrysamantha@example.net,4919333339,False,0,True,145.0,False,False,--,0,--,0,--,0
93,Jonathan,Cook,barnesdawn@example.com,+1-285-324-0423x10669,False,0,True,98.0,False,False,--,0,--,0,--,0
94,Michelle,Duran,alexvalentine@example.net,001-282-731-8530x86776,False,0,True,75.0,False,False,--,0,--,0,--,0
95,Patricia,Anderson,vpeters@example.net,4358566205,False,0,True,104.0,False,False,--,0,--,0,--,0
96,Nicole,Blair,johnsoncourtney@example.org,771.837.0533x3083,False,0,True,81.0,False,False,--,0,--,0,--,0
97,Todd,Fuller,reillyrebecca@example.org,877-983-2988,False,0,True,42.0,False,False,--,0,--,0,--,0
98,Robin,Bird,diazelizabeth@example.org,(735)817-4445,False,0,True,2.0,False,False,--,0,--,0,--,0
99,Briana,Cox,andrea81@example.org,+1-860-659-5223,False,0,True,118.0,False,False,--,0,--,0,--,0
100,Rhonda,Turner,wnolan@example.net,935.596.6776x369,False,0,True,29.0,False,False,--,0,--,0,--,0
101,Jason,Norris,ndoyle@example.org,+1-524-881-8368x405,False,0,True,141.0,False,False,--,0,--,0,--,0
102,Courtney,Stevenson,harrisedward@example.org,293.252.4820,False,0,True,27.0,False,False,--,0,--,0,--,0
103,Brandi,White,kingjodi@example.com,(488)644-4625,False,0,True,46.0,False,False,--,0,--,0,--,0
104,Christopher,Kramer,christine80@example.com,8418171066,False,0,True,54.0,False,False,--,0,--,0,--,0
105,Lauren,Bates,wilsonstephanie@example.com,(357)264-5861,False,0,True,112.0,False,False,--,0,--,0,--,0
106,Rachel,Jones,melaniekirby@example.com,300.636.1130x44774,False,0,True,117.0,False,False,--,0,--,0,--,0
107,Michelle,Smith,mark69@example.com,490-309-0058x728,False,0,True,62.0,False,False,--,0,--,0,--,0
108,Sara,Rowe,douglasteresa@example.net,9259265718,False,0,True,15.0,False,False,--,0,--,0,--,0
109,Jacqueline,Warren,melvin41@example.com,5365586883,False,0,True,142.0,False,False,--,0,--,0,--,0
110,Diane,Hernandez,kaitlyn82@example.org,+1-378-725-4898,False,0,True,67.0,False,False,--,0,--,0,--,0
111,Jacob,Strong,ejones@example.com,793.237.5190,False,0,True,57.0,False,False,--,0,--,0,--,0
112,Kenneth,Valencia,christineramos@example.org,(492)624-6022,False,0,True,149.0,False,False,--,0,--,0,--,0
113,Christopher,Smith,floresrenee@example.org,001-226-940-1883,False,0,True,126.0,False,False,--,0,--,0,--,0
114,Victoria,Mcconnell,collinslindsey@example.com,332-362-8529x88615,False,0,True,100.0,False,False,--,0,--,0,--,0
115,John,Henderson,traciblankenship@example.org,228.896.2801x85224,False,0,True,87.0,False,False,--,0,--,0,--,0
116,Jessica,Vazquez,manuelolson@example.net,+1-526-255-1613,False,0,True,59.0,False,False,--,0,--,0,--,0
117,Desiree,Washington,daniel29@example.net,973-355-3050,False,0,True,140.0,False,False,--,0,--,0,--,0
118,David,White,vblackburn@example.com,743-264-8708x5345,False,0,True,140.0,False,False,--,0,--,0,--,0
119,Michael,Robinson,ashley16@example.org,9394443072,False,0,True,142.0,False,False,--,0,--,0,--,0
120,Judy,Vazquez,jeffrey89@example.net,587-849-0976x85539,False,0,True,96.0,False,False,--,0,--,0,--,0
121,Todd,Cruz,gibbsdaniel@example.com,001-492-416-7761x652,False,0,True,134.0,False,False,--,0,--,0,--,0
122,Rebecca,Jimenez,egreen@example.com,(803)841-3435x54947,False,0,True,139.0,False,False,--,0,--,0,--,0
123,Nicole,Reeves,greenmichelle@example.com,001-852-506-7739x69551,False,0,True,17.0,False,False,--,0,--,0,--,0
124,Jessica,Sparks,mendozakaren@example.org,001-776-734-0908x6252,False,0,True,141.0,False,False,--,0,--,0,--,0
125,Nicholas,Mckenzie,kevin78@example.com,001-545-374-8345x578,False,0,True,120.0,False,False,--,0,--,0,--,0
126,Christopher,Cooper,knappangela@example.com,+1-294-702-5444x5806,False,0,True,2.0,False,False,--,0,--,0,--,0
127,Daniel,Mason,kevin11@example.net,001-250-741-4718x156,False,0,True,59.0,False,False,--,0,--,0,--,0
128,Christopher,Wise,richardsmith@example.net,001-877-657-6619x970,False,0,True,88.0,False,False,--,0,--,0,--,0
129,Lori,Brown,bakerjohn@example.net,653.901.2039,False,0,True,97.0,False,False,--,0,--,0,--,0
130,Bob,Combs,joseph33@example.com,(599)424-8014,False,0,True,46.0,False,False,--,0,--,0,--,0
131,Mark,Reid,lance79@example.net,(355)656-5817x96036,False,0,True,122.0,False,False,--,0,--,0,--,0
132,Kimberly,Travis,alison28@example.com,836.913.9237x025,False,0,True,75.0,False,False,--,0,--,0,--,0
133,Jason,Johnson,smithpaige@example.org,+1-818-693-0575,False,0,True,16.0,False,False,--,0,--,0,--,0
134,Isaac,Hamilton,carmenmorris@example.com,9336890110,False,0,True,74.0,False,False,--,0,--,0,--,0
135,Donald,Allen,macdonaldtimothy@example.net,324.889.5869x45135,False,0,True,15.0,False,False,--,0,--,0,--,0
136,Stephen,Sanchez,danielmoore@example.org,349-908-0724,False,0,True,138.0,False,False,--,0,--,0,--,0
137,Danielle,Chase,hartstacy@example.net,+1-851-893-9539,False,0,True,94.0,False,False,--,0,--,0,--,0
138,Daniel,Yang,rhondahodges@example.org,(685)721-9806,False,0,True,82.0,False,False,--,0,--,0,--,0
139,Laura,Mcfarland,qadams@example.org,+1-867-384-6854,False,0,True,143.0,False,False,--,0,--,0,--,0
140,Deborah,Shaw,tmahoney@example.org,+1-467-350-6165x13245,False,0,True,122.0,False,False,--,0,--,0,--,0
141,Kimberly,Reid,braunkimberly@example.net,(909)250-1692x4936,False,0,True,120.0,False,False,--,0,--,0,--,0
142,Stephanie,Williams,apeterson@example.com,4727689363,False,0,True,33.0,False,False,--,0,--,0,--,0
143,Allison,Howard,vernon09@example.net,(768)869-1851x78018,False,0,True,55.0,False,False,--,0,--,0,--,0
144,Lynn,Michael,andrewsrebekah@example.com,(449)977-5760x8393,False,0,True,70.0,False,False,--,0,--,0,--,0
145,Douglas,Yang,jeremysuarez@example.org,829.906.5242x4335,False,0,True,115.0,False,False,--,0,--,0,--,0
146,Melinda,Davis,erik62@example.org,8313982262,False,0,True,101.0,False,False,--,0,--,0,--,0
147,Kerry,Lester,adam47@example.com,766-483-7346,False,0,True,69.0,False,False,--,0,--,0,--,0
148,Amy,Mitchell,garciacolleen@example.com,679-298-3560x054,False,0,True,24.0,False,False,--,0,--,0,--,0
149,Carlos,Garza,megansavage@example.com,001-552-597-4594,False,0,True,41.0,False,False,--,0,--,0,--,0
150,Brandy,Holmes,llittle@example.net,(396)603-5765x6098,False,0,True,71.0,False,False,--,0,--,0,--,0
151,Marvin,Zimmerman,bradleyrodgers@example.org,830.510.4929,False,0,True,133.0,False,False,--,0,--,0,--,0
152,Brittany,Holland,rpatton@example.net,(262)628-5093,False,0,True,106.0,False,False,--,0,--,0,--,0
153,John,Cooper,april09@example.net,5309952175,False,0,True,64.0,False,False,--,0,--,0,--,0
154,Joseph,Walker,harrisedward@example.com,001-454-653-9608,False,0,True,133.0,False,False,--,0,--,0,--,0
155,Nicole,Baldwin,cprice@example.org,580-756-0144,False,0,True,125.0,False,False,--,0,--,0,--,0
156,Natalie,Harvey,sierra23@example.net,001-657-288-8214x78062,False,0,True,23.0,False,False,--,0,--,0,--,0
157,Christopher,Martin,brianrodgers@example.com,001-683-282-7538x5876,False,0,True,89.0,False,False,--,0,--,0,--,0
158,Robert,Gonzalez,ufrederick@example.org,926-825-6280,False,0,True,84.0,False,False,--,0,--,0,--,0
159,Tricia,Gallegos,barbara28@example.org,+1-952-957-6096x343,False,0,True,65.0,False,False,--,0,--,0,--,0
160,Valerie,Burton,oconnellsara@example.org,659-581-7935,False,0,True,143.0,False,False,--,0,--,0,--,0
161,Brian,Cole,arnoldnorma@example.com,+1-837-413-9310x66647,False,0,True,54.0,False,False,--,0,--,0,--,0
162,Tamara,Harrison,iharmon@example.net,678.828.3867x862,False,0,True,109.0,False,False,--,0,--,0,--,0
163,Sarah,Farley,rtravis@example.net,(599)342-6579,False,0,True,114.0,False,False,--,0,--,0,--,0
164,Susan,Ruiz,danny37@example.org,(313)297-0484,False,0,True,109.0,False,False,--,0,--,0,--,0
165,Brandy,Cruz,william70@example.org,753.660.3573,False,0,True,144.0,False,False,--,0,--,0,--,0
166,Natalie,Kane,shelley48@example.org,2728426865,False,0,True,19.0,False,False,--,0,--,0,--,0
167,Kimberly,Solis,smartinez@example.com,+1-920-252-8729,False,0,True,28.0,False,False,--,0,--,0,--,0
168,Jody,Mcmahon,tlester@example.net,001-549-826-5915x63836,False,0,True,25.0,False,False,--,0,--,0,--,0
169,Lisa,Chavez,paula45@example.org,+1-478-672-6810,False,0,True,93.0,False,False,--,0,--,0,--,0
170,Richard,Ritter,holmesemily@example.net,001-483-680-2885,False,0,True,58.0,False,False,--,0,--,0,--,0
171,James,Fitzpatrick,boonemark@example.net,(211)842-5988x05994,False,0,True,128.0,False,False,--,0,--,0,--,0
172,Christine,Wright,millerricardo@example.org,2366112438,False,0,True,5.0,False,False,--,0,--,0,--,0
173,Mike,Cruz,jenniferryan@example.net,994-815-4609x463,False,0,True,85.0,False,False,--,0,--,0,--,0
174,Robert,Roberts,jclark@example.net,+1-648-641-5901x345,False,0,True,147.0,False,False,--,0,--,0,--,0
175,Richard,Bernard,lisa38@example.org,001-705-894-8821,False,0,True,139.0,False,False,--,0,--,0,--,0
176,Jacob,Campbell,jcastillo@example.com,001-409-617-0749x3824,False,0,True,101.0,False,False,--,0,--,0,--,0
177,Traci,Young,nray@example.net,744.744.4386,False,0,True,131.0,False,False,--,0,--,0,--,0
178,Yvonne,Sanders,greyes@example.com,438-978-4118x0527,False,0,True,147.0,False,False,--,0,--,0,--,0
179,Brittney,Ellis,nicole52@example.net,477-966-4493x52801,False,0,True,44.0,False,False,--,0,--,0,--,0
180,Robert,Short,tbrown@example.com,358-632-5700,False,0,True,84.0,False,False,--,0,--,0,--,0
181,Karen,Clay,stephanie09@example.net,690.967.3004x8156,False,0,True,8.0,False,False,--,0,--,0,--,0
182,Danielle,Brown,holdermichael@example.net,001-231-481-2406x30971,False,0,True,13.0,False,False,--,0,--,0,--,0
183,Sandra,Snyder,michael04@example.org,831-447-5245x318,False,0,True,2.0,False,False,--,0,--,0,--,0
184,Christian,Hill,michael59@example.org,001-963-997-0330x103,False,0,True,13.0,False,False,--,0,--,0,--,0
185,William,Martinez,linda70@example.org,(724)416-1867x191,False,0,True,3.0,False,False,--,0,--,0,--,0
186,Daniel,Davis,tallen@example.com,516.502.4608x7894,False,0,True,89.0,False,False,--,0,--,0,--,0
187,Crystal,Watson,gileschris@example.com,(286)746-1507x2332,False,0,True,28.0,False,False,--,0,--,0,--,0
188,Nicole,Jones,xforbes@example.org,+1-997-904-7474,False,0,True,12.0,False,False,--,0,--,0,--,0
189,Donna,Williams,munozzachary@example.org,+1-978-572-5473x4401,False,0,True,93.0,False,False,--,0,--,0,--,0
190,Jared,Montgomery,vharris@example.net,001-285-561-6550x412,False,0,True,50.0,False,False,--,0,--,0,--,0
191,Anthony,Johnson,robert51@example.net,+1-595-831-0568x2953,False,0,True,79.0,False,False,--,0,--,0,--,0
192,Marilyn,Hays,victoria83@example.com,+1-525-437-7374x8717,False,0,True,92.0,False,False,--,0,--,0,--,0
193,Crystal,Kelley,henrykaren@example.org,+1-978-802-9555x4510,False,0,True,96.0,False,False,--,0,--,0,--,0
194,Kristina,Wilson,liugary@example.net,906-621-8833,False,0,True,132.0,False,False,--,0,--,0,--,0
195,Maria,French,osnyder@example.net,001-332-536-5830x64949,False,0,True,141.0,False,False,--,0,--,0,--,0
196,Ebony,Webster,mandy01@example.org,+1-748-672-3084x1878,False,0,True,90.0,False,False,--,0,--,0,--,0
197,Christian,Walker,john15@example.org,+1-691-695-8763x72294,False,0,True,74.0,False,False,--,0,--,0,--,0
198,Noah,Smith,baileypatrick@example.net,+1-336-210-8368x518,False,0,True,54.0,False,False,--,0,--,0,--,0
199,Ryan,Clark,christopherquinn@example.org,(428)962-7115x345,False,0,True,13.0,False,False,--,0,--,0,--,0
200,Juan,Garcia,harrisondavid@example.net,001-561-921-3221x7573,False,0,True,25.0,False,False,--,0,--,0,--,0
201,Brent,Zimmerman,cynthia72@example.com,479.664.4538,False,0,True,21.0,False,False,--,0,--,0,--,0
202,Mackenzie,Smith,piercehunter@example.net,406-515-0291,False,0,True,43.0,False,False,--,0,--,0,--,0
203,Patrick,Brown,jenniferrojas@example.com,236.689.0416x767,False,0,True,142.0,False,False,--,0,--,0,--,0
204,Tyler,Watson,andre66@example.net,393.351.7925x724,False,0,True,77.0,False,False,--,0,--,0,--,0
205,Sara,Hoffman,tdennis@example.net,(390)718-3897x46759,False,0,True,18.0,False,False,--,0,--,0,--,0
206,Patricia,Krause,medinacharles@example.com,(805)395-7905x75260,False,0,True,41.0,False,False,--,0,--,0,--,0
207,Brenda,Gilbert,timothycoleman@example.com,518-382-0508x66593,False,0,True,147.0,False,False,--,0,--,0,--,0
208,Robert,Maldonado,karen22@example.com,2183999930,False,0,True,98.0,False,False,--,0,--,0,--,0
209,Maria,Villanueva,danaromero@example.net,001-992-943-4165x964,False,0,True,150.0,False,False,--,0,--,0,--,0
210,Jonathon,Park,maddenemily@example.net,670.831.3158x7251,False,0,True,35.0,False,False,--,0,--,0,--,0
211,Ann,Brown,gdaugherty@example.org,903.790.7512,False,0,True,1.0,False,False,--,0,--,0,--,0
212,Joshua,Green,amanda90@example.net,001-222-314-4002x742,False,0,True,150.0,False,False,--,0,--,0,--,0
213,Amanda,Wright,rebeccamontoya@example.net,001-631-352-4899x5169,False,0,True,15.0,False,False,--,0,--,0,--,0
214,Amy,Robinson,schwartzcaleb@example.net,001-943-728-3080x00053,False,0,True,116.0,False,False,--,0,--,0,--,0
215,Jennifer,Simon,melissalopez@example.com,427-786-3145x333,False,0,True,22.0,False,False,--,0,--,0,--,0
216,David,Holder,johnsonmichelle@example.net,613-900-8746,False,0,True,138.0,False,False,--,0,--,0,--,0
217,Emma,Medina,erinconner@example.com,833-519-2580x842,False,0,True,90.0,False,False,--,0,--,0,--,0
218,Michael,Brewer,richardsonheather@example.com,511.293.6740x584,False,0,True,96.0,False,False,--,0,--,0,--,0
219,Michael,Porter,rachel38@example.net,(296)764-6404x41862,False,0,True,82.0,False,False,--,0,--,0,--,0
220,Margaret,Taylor,kstewart@example.com,2049702978,False,0,True,3.0,False,False,--,0,--,0,--,0
221,Laura,Sutton,hallgeoffrey@example.org,+1-329-640-2809x125,False,0,True,59.0,False,False,--,0,--,0,--,0
222,Robert,Perez,brownmichelle@example.com,+1-601-590-7473,False,0,True,2.0,False,False,--,0,--,0,--,0
223,Justin,Nguyen,mariamiller@example.org,001-634-478-6406,False,0,True,117.0,False,False,--,0,--,0,--,0
224,Katherine,Carlson,anthonygallagher@example.org,262-275-3617,False,0,True,108.0,False,False,--,0,--,0,--,0
225,Charles,Harvey,garciacurtis@example.com,001-273-390-6364,False,0,True,89.0,False,False,--,0,--,0,--,0
226,Daniel,Mcgee,egarcia@example.org,(746)783-6055x09413,False,0,True,55.0,False,False,--,0,--,0,--,0
227,Sarah,Mcclure,simmonsnancy@example.net,+1-474-770-5849x44559,False,0,True,9.0,False,False,--,0,--,0,--,0
228,Deborah,Eaton,pauljimenez@example.com,351.539.9630x91066,False,0,True,5.0,False,False,--,0,--,0,--,0
229,Charlotte,Alvarado,kathleen14@example.net,+1-316-598-4461x520,False,0,True,77.0,False,False,--,0,--,0,--,0
230,Andrea,Young,patricia54@example.org,962-281-4765x81355,False,0,True,99.0,False,False,--,0,--,0,--,0
231,Matthew,Moran,hogangregory@example.org,001-548-308-3455x15351,False,0,True,9.0,False,False,--,0,--,0,--,0
232,Victoria,Ryan,jamesliu@example.com,001-974-764-1624x585,False,0,True,89.0,False,False,--,0,--,0,--,0
233,Elaine,Baker,erin90@example.org,(335)676-2507,False,0,True,40.0,False,False,--,0,--,0,--,0
234,Elizabeth,Robinson,powellcindy@example.net,863.897.3748x770,False,0,True,91.0,False,False,--,0,--,0,--,0
235,Tina,Marsh,john22@example.com,(768)583-1994x067,False,0,True,4.0,False,False,--,0,--,0,--,0
236,Terri,Ellison,barkerjeffrey@example.org,775-766-1550,False,0,True,30.0,False,False,--,0,--,0,--,0
237,Jeffrey,Johnson,drew98@example.org,001-647-752-9464x8894,False,0,True,95.0,False,False,--,0,--,0,--,0
238,Michael,Davidson,steven17@example.com,558.286.7215,False,0,True,56.0,False,False,--,0,--,0,--,0
239,Evelyn,Ross,rscott@example.net,+1-568-534-9075x7321,False,0,True,104.0,False,False,--,0,--,0,--,0
240,Jonathan,Harding,carrie94@example.com,534-920-7086x5855,False,0,True,59.0,False,False,--,0,--,0,--,0
241,David,Green,anthonyramsey@example.org,+1-769-522-4505x02020,False,0,True,109.0,False,False,--,0,--,0,--,0
242,Stephanie,Fletcher,kayla17@example.org,264.215.2410x6389,False,0,True,1.0,False,False,--,0,--,0,--,0
