,id,first_name,last_name,phone_number,email,purchasedate,moneyspent
48,2444,Wayne,Dunn,(725)856-0408x30842,emilybooker@example.com,2019-05-19,31.0
49,2686,Christina,White,(976)534-4012x552,zstevenson@example.com,2023-05-13,130.0
50,1975,Daniel,Rodriguez,+1-591-391-9553x9189,msummers@example.com,2023-09-04,102.0
51,2813,Chad,Harper,975-335-3985,hallmary@example.net,2023-03-19,22.0
52,2335,Janice,Chavez,(527)794-5057,christianlee@example.net,2019-11-12,6.0
53,1152,Daniel,Potter,735.826.3259,michael42@example.org,2019-11-30,20.0
54,654,Ryan,Allen,439-707-9926x0913,courtney46@example.org,2023-02-20,61.0
55,3932,Scott,Snow,351-899-6241x79561,charles95@example.com,2020-05-08,121.0
56,32,William,Simmons,(381)492-1204,hhill@example.com,2022-08-03,149.0
57,1866,Christian,Thompson,646.962.6839x56952,jasonjohnson@example.com,2023-06-04,52.0
58,3973,Tyler,Underwood,204-535-5981x0234,pkaiser@example.com,2019-10-11,74.0
59,1830,Kylie,Roberts,+1-981-830-3274x95660,linda57@example.com,2019-03-27,13.0
60,3034,Robert,Murphy,(933)818-8403x47970,jsosa@example.com,2020-07-26,49.0
61,2150,Jennifer,Owens,684-298-6736,katiekeller@example.net,2019-04-06,1.0
62,1436,Diana,Hunter,9728255176,blakedylan@example.com,2020-06-17,104.0
63,1173,Donna,Boyd,+1-996-530-1810,pevans@example.com,2020-04-21,85.0
64,486,Timothy,Johnson,860.455.6777,brandonmeyers@example.org,2023-03-07,19.0
65,1387,Kayla,Ortega,967-950-6901x3104,lisacollins@example.net,2023-05-14,11.0
66,983,Carol,Allen,216-644-0741x847,jerry31@example.net,2021-01-20,14.0
67,2809,Daniel,Salinas,001-959-610-7938x031,scottzachary@example.net,2020-01-12,21.0
68,2818,Melissa,Mcgee,(428)762-1197,crystal91@example.com,2019-12-31,38.0
69,3999,Trevor,Robinson,328.421.0002x0816,danagonzales@example.net,2021-04-19,33.0
70,946,Brandon,Ashley,293-449-4281x57079,nmccarthy@example.org,2020-08-27,41.0
71,3913,Patrick,Lopez,001-484-737-0352,wmatthews@example.com,2022-01-22,106.0
72,1016,Courtney,Spencer,9983968452,julie11@example.org,2023-05-06,2.0
73,2675,Alexis,Ruiz,369-941-7016x4951,samuelmarshall@example.net,2020-05-17,77.0
74,921,Erin,Williamson,367.592.4541x856,anneboyd@example.com,2021-07-03,40.0
75,855,Johnny,Ross,+1-425-562-0111x1477,kerryalvarado@example.net,2023-05-17,148.0
76,2636,Sandra,Ramirez,001-944-237-6171,kathleenreeves@example.com,2020-02-24,105.0
77,3487,Robert,Montgomery,001-312-605-9833x549,richardlittle@example.com,2019-05-07,140.0
78,3996,Kathleen,Williams,973.498.7978x777,davidmeyer@example.org,2021-03-01,113.0
79,3262,Justin,Johnston,842-551-5519,kimberly89@example.com,2020-06-19,115.0
80,1223,Rhonda,Ibarra,(972)305-7735x104,xfox@example.net,2023-08-09,68.0
81,1691,Katelyn,Lewis,(406)895-6218x3810,miaturner@example.net,2020-09-03,60.0
82,3886,Jessica,Duncan,(371)598-2084x648,edunn@example.net,2021-08-19,19.0
83,2405,Kyle,Lara,363-401-5902,jane48@example.net,2019-12-18,45.0
84,3532,Peggy,Reeves,+1-985-241-1938x6490,yfoster@example.org,2022-09-21,93.0
85,679,David,Ramsey,972.678.5546,grahamanthony@example.com,2023-04-12,140.0
86,156,Victoria,Graham,001-720-842-2631x57314,jamesmoss@example.com,2021-06-08,22.0
87,1265,Brittany,Mays,+1-835-822-1850x945,jasminecampbell@example.org,2023-03-11,56.0
88,1092,Jessica,Miller,001-719-782-0491x4530,bspence@example.org,2019-08-18,149.0
89,2344,Jessica,David,479.396.9690,hallkevin@example.com,2023-10-09,14.0
90,3851,Christopher,Rivas,778.552.9580x23238,maciaselizabeth@example.org,2021-02-13,130.0
91,2154,Cynthia,Hensley,+1-392-496-8790,scottgarcia@example.org,2018-10-25,35.0
92,3009,Travis,Hall,4919333339,henrysamantha@example.net,2020-06-12,145.0
93,2448,Jonathan,Cook,+1-285-324-0423x10669,barnesdawn@example.com,2019-06-08,98.0
94,2084,Michelle,Duran,001-282-731-8530x86776,alexvalentine@example.net,2019-03-16,75.0
95,2947,Patricia,Anderson,4358566205,vpeters@example.net,2019-04-04,104.0
96,169,Nicole,Blair,771.837.0533x3083,johnsoncourtney@example.org,2020-03-23,81.0
97,1241,Todd,Fuller,877-983-2988,reillyrebecca@example.org,2021-11-08,42.0
98,989,Robin,Bird,(735)817-4445,diazelizabeth@example.org,2023-05-26,2.0
99,3097,Briana,Cox,+1-860-659-5223,andrea81@example.org,2019-07-02,118.0
100,725,Rhonda,Turner,935.596.6776x369,wnolan@example.net,2022-10-06,29.0
101,43,Jason,Norris,+1-524-881-8368x405,ndoyle@example.org,2019-07-09,141.0
102,3613,Courtney,Stevenson,293.252.4820,harrisedward@example.org,2018-11-24,27.0
103,466,Brandi,White,(488)644-4625,kingjodi@example.com,2022-06-28,46.0
104,892,Christopher,Kramer,8418171066,christine80@example.com,2023-09-15,54.0
105,699,Lauren,Bates,(357)264-5861,wilsonstephanie@example.com,2021-08-29,112.0
106,162,Rachel,Jones,300.636.1130x44774,melaniekirby@example.com,2022-07-15,117.0
107,3912,Michelle,Smith,490-309-0058x728,mark69@example.com,2021-10-25,62.0
108,3680,Sara,Rowe,9259265718,douglasteresa@example.net,2022-06-03,15.0
109,310,Jacqueline,Warren,5365586883,melvin41@example.com,2021-07-15,142.0
110,534,Diane,Hernandez,+1-378-725-4898,kaitlyn82@example.org,2023-09-24,67.0
111,2660,Jacob,Strong,793.237.5190,ejones@example.com,2023-07-20,57.0
112,1858,Kenneth,Valencia,(492)624-6022,christineramos@example.org,2023-02-28,149.0
113,1890,Christopher,Smith,001-226-940-1883,floresrenee@example.org,2021-08-11,126.0
114,401,Victoria,Mcconnell,332-362-8529x88615,collinslindsey@example.com,2022-12-28,100.0
115,866,John,Henderson,228.896.2801x85224,traciblankenship@example.org,2020-02-26,87.0
116,2017,Jessica,Vazquez,+1-526-255-1613,manuelolson@example.net,2023-09-19,59.0
117,3548,Desiree,Washington,973-355-3050,daniel29@example.net,2021-08-13,140.0
118,2266,David,White,743-264-8708x5345,vblackburn@example.com,2022-05-08,140.0
119,1411,Michael,Robinson,9394443072,ashley16@example.org,2020-10-08,142.0
120,1194,Judy,Vazquez,587-849-0976x85539,jeffrey89@example.net,2021-09-21,96.0
121,3575,Todd,Cruz,001-492-416-7761x652,gibbsdaniel@example.com,2020-10-22,134.0
122,2913,Rebecca,Jimenez,(803)841-3435x54947,egreen@example.com,2023-06-11,139.0
123,1139,Nicole,Reeves,001-852-506-7739x69551,greenmichelle@example.com,2019-04-23,17.0
124,1680,Jessica,Sparks,001-776-734-0908x6252,mendozakaren@example.org,2021-04-06,141.0
125,900,Nicholas,Mckenzie,001-545-374-8345x578,kevin78@example.com,2019-07-20,120.0
126,3751,Christopher,Cooper,+1-294-702-5444x5806,knappangela@example.com,2019-10-31,2.0
127,1672,Daniel,Mason,001-250-741-4718x156,kevin11@example.net,2022-07-16,59.0
128,3164,Christopher,Wise,001-877-657-6619x970,richardsmith@example.net,2020-02-13,88.0
129,2904,Lori,Brown,653.901.2039,bakerjohn@example.net,2020-10-28,97.0
130,3195,Bob,Combs,(599)424-8014,joseph33@example.com,2019-07-15,46.0
131,141,Mark,Reid,(355)656-5817x96036,lance79@example.net,2021-04-27,122.0
132,747,Kimberly,Travis,836.913.9237x025,alison28@example.com,2022-09-03,75.0
133,2790,Jason,Johnson,+1-818-693-0575,smithpaige@example.org,2019-04-11,16.0
134,1586,Isaac,Hamilton,9336890110,carmenmorris@example.com,2019-01-29,74.0
135,2857,Donald,Allen,324.889.5869x45135,macdonaldtimothy@example.net,2021-06-06,15.0
136,3447,Stephen,Sanchez,349-908-0724,danielmoore@example.org,2021-01-15,138.0
137,1222,Danielle,Chase,+1-851-893-9539,hartstacy@example.net,2022-04-20,94.0
138,3561,Daniel,Yang,(685)721-9806,rhondahodges@example.org,2023-08-25,82.0
139,193,Laura,Mcfarland,+1-867-384-6854,qadams@example.org,2020-10-21,143.0
140,1129,Deborah,Shaw,+1-467-350-6165x13245,tmahoney@example.org,2023-08-28,122.0
141,1638,Kimberly,Reid,(909)250-1692x4936,braunkimberly@example.net,2023-04-04,120.0
142,1982,Stephanie,Williams,4727689363,apeterson@example.com,2020-07-05,33.0
143,3030,Allison,Howard,(768)869-1851x78018,vernon09@example.net,2022-08-03,55.0
144,2324,Lynn,Michael,(449)977-5760x8393,andrewsrebekah@example.com,2020-04-23,70.0
145,3109,Douglas,Yang,829.906.5242x4335,jeremysuarez@example.org,2019-10-13,115.0
146,2653,Melinda,Davis,8313982262,erik62@example.org,2021-06-21,101.0
147,1141,Kerry,Lester,766-483-7346,adam47@example.com,2022-10-16,69.0
148,1077,Amy,Mitchell,679-298-3560x054,garciacolleen@example.com,2021-02-04,24.0
149,3755,Carlos,Garza,001-552-597-4594,megansavage@example.com,2019-09-04,41.0
150,1312,Brandy,Holmes,(396)603-5765x6098,llittle@example.net,2023-09-03,71.0
151,293,Marvin,Zimmerman,830.510.4929,bradleyrodgers@example.org,2019-09-19,133.0
152,2916,Brittany,Holland,(262)628-5093,rpatton@example.net,2020-03-06,106.0
153,3077,John,Cooper,5309952175,april09@example.net,2023-10-11,64.0
154,426,Joseph,Walker,001-454-653-9608,harrisedward@example.com,2019-02-02,133.0
155,2968,Nicole,Baldwin,580-756-0144,cprice@example.org,2022-04-18,125.0
156,645,Natalie,Harvey,001-657-288-8214x78062,sierra23@example.net,2022-05-26,23.0
157,635,Christopher,Martin,001-683-282-7538x5876,brianrodgers@example.com,2022-06-10,89.0
158,1242,Robert,Gonzalez,926-825-6280,ufrederick@example.org,2020-02-23,84.0
159,2273,Tricia,Gallegos,+1-952-957-6096x343,barbara28@example.org,2019-09-27,65.0
160,1702,Valerie,Burton,659-581-7935,oconnellsara@example.org,2020-01-23,143.0
161,1096,Brian,Cole,+1-837-413-9310x66647,arnoldnorma@example.com,2021-06-03,54.0
162,760,Tamara,Harrison,678.828.3867x862,iharmon@example.net,2023-09-28,109.0
163,2018,Sarah,Farley,(599)342-6579,rtravis@example.net,2018-12-17,114.0
164,1489,Susan,Ruiz,(313)297-0484,danny37@example.org,2021-10-02,109.0
165,1180,Brandy,Cruz,753.660.3573,william70@example.org,2022-09-28,144.0
166,3493,Natalie,Kane,2728426865,shelley48@example.org,2018-10-31,19.0
167,3089,Kimberly,Solis,+1-920-252-8729,smartinez@example.com,2021-04-16,28.0
168,2765,Jody,Mcmahon,001-549-826-5915x63836,tlester@example.net,2023-02-04,25.0
169,1295,Lisa,Chavez,+1-478-672-6810,paula45@example.org,2020-04-23,93.0
170,74,Richard,Ritter,001-483-680-2885,holmesemily@example.net,2019-03-26,58.0
171,607,James,Fitzpatrick,(211)842-5988x05994,boonemark@example.net,2022-04-17,128.0
172,2168,Christine,Wright,2366112438,millerricardo@example.org,2023-08-23,5.0
173,2863,Mike,Cruz,994-815-4609x463,jenniferryan@example.net,2019-11-13,85.0
174,1543,Robert,Roberts,+1-648-641-5901x345,jclark@example.net,2022-10-12,147.0
175,1412,Richard,Bernard,001-705-894-8821,lisa38@example.org,2019-01-11,139.0
176,1791,Jacob,Campbell,001-409-617-0749x3824,jcastillo@example.com,2020-09-08,101.0
177,3809,Traci,Young,744.744.4386,nray@example.net,2022-08-20,131.0
178,2372,Yvonne,Sanders,438-978-4118x0527,greyes@example.com,2021-09-21,147.0
179,2013,Brittney,Ellis,477-966-4493x52801,nicole52@example.net,2022-04-24,44.0
180,3796,Robert,Short,358-632-5700,tbrown@example.com,2023-08-17,84.0
181,1809,Karen,Clay,690.967.3004x8156,stephanie09@example.net,2020-01-20,8.0
182,915,Danielle,Brown,001-231-481-2406x30971,holdermichael@example.net,2023-05-31,13.0
183,2392,Sandra,Snyder,831-447-5245x318,michael04@example.org,2023-09-16,2.0
184,2,Christian,Hill,001-963-997-0330x103,michael59@example.org,2020-02-20,13.0
185,1122,William,Martinez,(724)416-1867x191,linda70@example.org,2020-01-10,3.0
186,1537,Daniel,Davis,516.502.4608x7894,tallen@example.com,2023-03-24,89.0
187,3985,Crystal,Watson,(286)746-1507x2332,gileschris@example.com,2019-03-26,28.0
188,998,Nicole,Jones,+1-997-904-7474,xforbes@example.org,2023-03-29,12.0
189,3858,Donna,Williams,+1-978-572-5473x4401,munozzachary@example.org,2022-06-27,93.0
190,1110,Jared,Montgomery,001-285-561-6550x412,vharris@example.net,2018-10-13,50.0
191,944,Anthony,Johnson,+1-595-831-0568x2953,robert51@example.net,2019-10-11,79.0
192,148,Marilyn,Hays,+1-525-437-7374x8717,victoria83@example.com,2022-08-25,92.0
193,2099,Crystal,Kelley,+1-978-802-9555x4510,henrykaren@example.org,2020-11-07,96.0
194,2436,Kristina,Wilson,906-621-8833,liugary@example.net,2023-04-25,132.0
195,2565,Maria,French,001-332-536-5830x64949,osnyder@example.net,2023-08-22,141.0
196,1749,Ebony,Webster,+1-748-672-3084x1878,mandy01@example.org,2022-04-21,90.0
197,1504,Christian,Walker,+1-691-695-8763x72294,john15@example.org,2021-12-12,74.0
198,3455,Noah,Smith,+1-336-210-8368x518,baileypatrick@example.net,2020-09-25,54.0
199,3013,Ryan,Clark,(428)962-7115x345,christopherquinn@example.org,2023-09-03,13.0
200,2515,Juan,Garcia,001-561-921-3221x7573,harrisondavid@example.net,2022-11-05,25.0
201,3082,Brent,Zimmerman,479.664.4538,cynthia72@example.com,2022-07-11,21.0
202,2263,Mackenzie,Smith,406-515-0291,piercehunter@example.net,2020-02-22,43.0
203,2103,Patrick,Brown,236.689.0416x767,jenniferrojas@example.com,2020-03-06,142.0
204,1474,Tyler,Watson,393.351.7925x724,andre66@example.net,2021-02-18,77.0
205,1630,Sara,Hoffman,(390)718-3897x46759,tdennis@example.net,2021-01-17,18.0
206,454,Patricia,Krause,(805)395-7905x75260,medinacharles@example.com,2021-03-25,41.0
207,1578,Brenda,Gilbert,518-382-0508x66593,timothycoleman@example.com,2021-05-09,147.0
208,1967,Robert,Maldonado,2183999930,karen22@example.com,2022-11-12,98.0
209,677,Maria,Villanueva,001-992-943-4165x964,danaromero@example.net,2019-05-17,150.0
210,1757,Jonathon,Park,670.831.3158x7251,maddenemily@example.net,2023-08-11,35.0
211,3313,Ann,Brown,903.790.7512,gdaugherty@example.org,2023-04-18,1.0
212,376,Joshua,Green,001-222-314-4002x742,amanda90@example.net,2023-06-18,150.0
213,222,Amanda,Wright,001-631-352-4899x5169,rebeccamontoya@example.net,2023-01-26,15.0
214,2307,Amy,Robinson,001-943-728-3080x00053,schwartzcaleb@example.net,2021-01-30,116.0
215,2166,Jennifer,Simon,427-786-3145x333,melissalopez@example.com,2021-07-11,22.0
216,2872,David,Holder,613-900-8746,johnsonmichelle@example.net,2020-05-05,138.0
217,115,Emma,Medina,833-519-2580x842,erinconner@example.com,2019-01-11,90.0
218,2381,Michael,Brewer,511.293.6740x584,richardsonheather@example.com,2021-06-28,96.0
219,908,Michael,Porter,(296)764-6404x41862,rachel38@example.net,2019-05-16,82.0
220,3083,Margaret,Taylor,2049702978,kstewart@example.com,2023-04-30,3.0
221,952,Laura,Sutton,+1-329-640-2809x125,hallgeoffrey@example.org,2020-11-20,59.0
222,3621,Robert,Perez,+1-601-590-7473,brownmichelle@example.com,2019-10-16,2.0
223,2259,Justin,Nguyen,001-634-478-6406,mariamiller@example.org,2021-07-19,117.0
224,3474,Katherine,Carlson,262-275-3617,anthonygallagher@example.org,2021-08-31,108.0
225,701,Charles,Harvey,001-273-390-6364,garciacurtis@example.com,2018-10-31,89.0
226,2836,Daniel,Mcgee,(746)783-6055x09413,egarcia@example.org,2021-07-27,55.0
227,1923,Sarah,Mcclure,+1-474-770-5849x44559,simmonsnancy@example.net,2022-06-04,9.0
228,493,Deborah,Eaton,351.539.9630x91066,pauljimenez@example.com,2020-11-04,5.0
229,1403,Charlotte,Alvarado,+1-316-598-4461x520,kathleen14@example.net,2023-06-23,77.0
230,2049,Andrea,Young,962-281-4765x81355,patricia54@example.org,2018-10-29,99.0
231,243,Matthew,Moran,001-548-308-3455x15351,hogangregory@example.org,2020-11-16,9.0
232,1629,Victoria,Ryan,001-974-764-1624x585,jamesliu@example.com,2022-11-28,89.0
233,3031,Elaine,Baker,(335)676-2507,erin90@example.org,2019-01-04,40.0
234,86,Elizabeth,Robinson,863.897.3748x770,powellcindy@example.net,2022-11-11,91.0
235,491,Tina,Marsh,(768)583-1994x067,john22@example.com,2020-10-27,4.0
236,3404,Terri,Ellison,775-766-1550,barkerjeffrey@example.org,2021-06-05,30.0
237,2177,Jeffrey,Johnson,001-647-752-9464x8894,drew98@example.org,2022-08-27,95.0
238,2122,Michael,Davidson,558.286.7215,steven17@example.com,2021-10-03,56.0
239,2137,Evelyn,Ross,+1-568-534-9075x7321,rscott@example.net,2022-10-12,104.0
240,3830,Jonathan,Harding,534-920-7086x5855,carrie94@example.com,2019-07-31,59.0
241,1024,David,Green,+1-769-522-4505x02020,anthonyramsey@example.org,2022-10-16,109.0
242,1142,Stephanie,Fletcher,264.215.2410x6389,kayla17@example.org,2022-07-11,1.0
243,698,Taylor,Mitchell,+1-824-709-8621,mariaoconnell@example.net,2019-02-13,86.0
244,2639,Emily,Johnson,(641)710-0768x2640,miguel11@example.net,2018-10-15,92.0
245,99,Kayla,Wilson,550.321.7026x9463,angelica81@example.com,2022-06-21,55.0
246,1252,Gilbert,Vargas,942.867.4191,bergeduardo@example.net,2020-10-26,47.0
247,233,Robert,Williams,+1-801-267-8594x8674,cmacdonald@example.org,2020-08-22,18.0
248,1184,Phillip,Liu,562-756-3997,mhopkins@example.net,2020-04-17,139.0
249,2037,Maria,Rodriguez,482-817-6743,ywatkins@example.org,2019-12-07,106.0
250,3071,Stephen,Keller,(587)548-9976x345,jdonaldson@example.org,2023-03-26,3.0
251,2710,Nancy,West,4109351842,jsmith@example.com,2022-01-28,90.0
252,1888,David,Thornton,(529)775-3297,traviswilkins@example.com,2019-02-20,34.0
253,3407,Kevin,Carpenter,(742)838-5025,pamela36@example.com,2020-05-12,117.0
254,182,Terrance,Carroll,674-477-9906,francis73@example.com,2019-06-20,110.0
255,3489,David,Gomez,001-674-224-6907x74353,williamsonstephanie@example.com,2019-01-16,39.0
256,1002,Jose,Bean,001-593-637-8542x451,rodneyyoung@example.org,2023-01-13,100.0
257,2486,Keith,Garcia,+1-347-755-4189,martin02@example.com,2023-02-09,86.0
258,2993,Gabriella,Parker,589-274-2497x79372,pwatson@example.org,2023-02-13,89.0
259,2160,Brian,Ross,(256)237-6261x254,adam97@example.com,2019-09-17,90.0
260,1160,Elizabeth,Parker,274-250-2953x53661,sara01@example.net,2019-11-18,44.0
261,1054,Dakota,Lee,350.648.8485,kimberly18@example.org,2020-04-14,63.0
262,2865,Paul,Simmons,457-949-0403,csmith@example.net,2023-02-01,57.0
263,2054,Mathew,Brown,954-883-3019,brentsmith@example.org,2021-05-21,35.0
264,2031,Austin,Thompson,340.534.0672x87516,kristenparker@example.org,2022-12-15,113.0
265,3321,Peter,Morris,906.860.8598x453,watersmark@example.net,2021-02-03,24.0
266,1457,Logan,Lester,906.401.7754x1869,robert82@example.net,2020-02-02,70.0
267,2583,Christopher,Peterson,625.247.1818x71336,khoffman@example.net,2022-09-19,129.0
268,2833,Brandon,White,(465)681-8944x51682,christopherjoyce@example.net,2022-01-16,124.0
269,2506,Ana,Garcia,(888)329-4778x454,franciscopatterson@example.org,2022-12-22,7.0
270,2569,Tammy,Ayala,611.894.8576x049,goodwinandrew@example.com,2018-11-26,1.0
271,3566,Gerald,Jones,4565788234,christopher36@example.org,2018-10-31,110.0
272,891,Cynthia,Williams,(478)790-3785x964,moranmarissa@example.com,2022-02-18,35.0
273,3614,Elizabeth,King,001-581-214-6151x336,bjones@example.com,2023-02-20,15.0
274,3560,Dawn,Reeves,750.738.0928x69778,andersonjoshua@example.com,2019-04-11,97.0
275,872,Amanda,Ramsey,(533)958-7417x019,levinemark@example.net,2019-01-14,47.0
276,180,Amy,Rivera,268.311.0806x87396,bhartman@example.net,2019-01-27,120.0
277,687,Erin,Jackson,509.760.9430x1390,leecynthia@example.com,2019-03-15,99.0
278,3557,Caitlyn,Dunn,254.376.8025,downstammy@example.org,2020-11-15,140.0
279,874,Angela,Murphy,+1-940-422-5402x635,matthewseric@example.com,2019-05-17,13.0
280,2924,Thomas,Clark,001-600-516-6937x909,wjames@example.com,2023-01-22,11.0
281,3669,Chad,Rice,799-485-1274x021,john25@example.net,2023-07-07,100.0
282,3865,Samuel,Lewis,986-836-0780x4136,lsmith@example.com,2022-08-25,43.0
283,3073,Steven,Patton,001-602-415-0482x2423,emilymiller@example.org,2022-08-21,75.0
284,3052,Brandon,James,549.802.8171,howellsteven@example.net,2023-04-28,11.0
285,94,Miguel,Patterson,257.698.2098x5944,kyledavis@example.net,2020-03-17,121.0
286,810,Benjamin,Simmons,001-687-536-4702x73962,stephenlopez@example.com,2020-01-06,59.0
287,245,Jeffrey,Trevino,567.939.6252,kelsey33@example.net,2022-09-29,117.0
288,840,Christian,Nguyen,372.989.0556,ihartman@example.org,2021-10-01,71.0
289,3963,Dakota,Byrd,+1-340-202-1747x566,adamschelsea@example.org,2023-08-21,56.0
290,1588,Aaron,Davis,3186425954,brookeescobar@example.org,2022-07-26,55.0
291,971,Amy,Barnett,624.382.7583,kimberly70@example.org,2020-03-29,75.0
292,3742,Megan,Cole,286-729-1600x4077,tammy69@example.org,2020-12-21,149.0
293,741,Mary,Harrell,414-415-5833,traceyfrederick@example.org,2021-05-10,108.0
294,2498,John,Robertson,419-285-2155x5289,theresa40@example.org,2019-01-01,59.0
295,2933,Jimmy,Jones,487-345-2755x352,zweiss@example.com,2022-03-28,140.0
296,3105,Erica,Blankenship,(541)462-6798x88920,navarrotina@example.net,2023-03-17,126.0
297,2218,Bryan,Cooper,272-555-7278,wwoodard@example.org,2019-11-09,42.0
298,61,Tyler,Martin,7139772362,candacewoodard@example.org,2019-03-18,111.0
299,3107,Larry,Kennedy,(914)211-5615,joseph62@example.org,2020-04-28,50.0
300,2378,Jonathan,Rivas,001-591-590-3442x440,tamaracooley@example.com,2020-08-22,65.0
301,1495,Christopher,Miller,(875)922-0036x95726,juan41@example.org,2023-02-08,127.0
302,2100,Vanessa,Schaefer,403.556.7010x2142,edwardrodriguez@example.org,2023-10-11,138.0
303,967,Robert,Saunders,+1-834-475-5595x56155,christopher70@example.net,2018-12-17,91.0
304,1725,Stacey,Castro,2709953612,patrick80@example.com,2022-09-30,85.0
305,3460,Charles,Contreras,614.793.5209,mendezcourtney@example.org,2023-10-01,45.0
306,1534,Kim,Williams,697.806.1810x42725,roger92@example.net,2023-05-30,46.0
307,1174,Wendy,Williams,(551)487-8083x50771,kaufmanarthur@example.com,2021-02-09,116.0
308,547,Michael,Ramsey,001-493-999-9330x0546,barkerkevin@example.org,2022-06-30,110.0
309,792,Darrell,Hartman,001-601-661-7577x94775,charlotte76@example.com,2019-03-03,131.0
310,3255,Gina,Hayes,420-679-0595x3381,ncarpenter@example.org,2021-04-03,119.0
311,934,Frank,Cook,504-398-5783x1546,twatson@example.com,2020-11-04,34.0
312,2672,Emily,Harper,(605)835-5865,williamsmeredith@example.org,2023-05-04,7.0
313,288,Samuel,Lopez,+1-343-374-1289,christianrogers@example.com,2021-10-14,145.0
